"journal_name","issn","e_issn","category","edition","total_citations","impact_factor_2023","jif_quartile","jci_2023","percent_oa_gold"
"CRITICAL INQUIRY","0093-1896","1539-7858","CULTURAL STUDIES","('AHCI', 'SSCI')","4,261","2.0","Q1","1.73","0.00"
"Demonstratio Mathematica","0420-1213","2391-4661","MATHEMATICS","('SCIE',)","901","2.0","Q1","1.68","98.46"
"Analysis and Applications","0219-5305","1793-6861","('MATHEMATICS', 'MATHEMATICS, APPLIED')","('SCIE', 'SCIE')","800","2.0","('Q1', 'Q1')","1.56","2.22"
"Review of European Comparative & International Environmental Law","2050-0386","2050-0394","('ENVIRONMENTAL STUDIES', 'LAW')","('SSCI', 'SSCI')","748","2.0","('Q3', 'Q1')","1.56","52.53"
"International Journal of Multilingualism","1479-0718","1747-7530","('EDUCATION & EDUCATIONAL RESEARCH', 'LANGUAGE & LINGUISTICS', 'LINGUISTICS')","('SSCI', 'AHCI', 'SSCI')","1,482","2.0","('Q2', 'N/A', 'Q1')","1.50","17.47"
"JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY","0278-4165","1090-2686","('ANTHROPOLOGY', 'ARCHAEOLOGY')","('SSCI', 'AHCI')","2,868","2.0","('Q1', 'N/A')","1.47","28.05"
"Journal of Semantics","0167-5133","1477-4593","('LANGUAGE & LINGUISTICS', 'LINGUISTICS')","('AHCI', 'SSCI')","802","2.0","('N/A', 'Q1')","1.44","38.46"
"Trends in Organized Crime","1084-4791","1936-4830","CRIMINOLOGY & PENOLOGY","('SSCI',)","656","2.0","Q1","1.44","49.11"
"RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES","1540-7969","2169-2408","('EDUCATION, SPECIAL', 'REHABILITATION')","('SSCI', 'SSCI')","805","2.0","('Q1', 'Q2')","1.43","6.67"
"ZDM-Mathematics Education","1863-9690","1863-9704","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","3,232","2.0","Q2","1.38","40.76"
"TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION","0271-1214","1538-4845","EDUCATION, SPECIAL","('SSCI',)","1,153","2.0","Q1","1.36","1.28"
"Clinical Neuropsychiatry","1724-4935","2385-0787","('CLINICAL NEUROLOGY', 'PSYCHIATRY')","('ESCI', 'ESCI')","876","2.0","('Q3', 'Q3')","1.34","0.00"
"TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE","0040-747X","1467-9663","('ECONOMICS', 'GEOGRAPHY')","('SSCI', 'SSCI')","1,896","2.0","('Q2', 'Q2')","1.33","49.00"
"Journal of Aging & Social Policy","0895-9420","1545-0821","GERONTOLOGY","('SSCI',)","1,268","2.0","Q2","1.32","16.59"
"ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER","0940-9602","1618-0402","ANATOMY & MORPHOLOGY","('SCIE',)","3,190","2.0","Q2","1.28","21.79"
"Feminist Legal Studies","0966-3622","1572-8455","('LAW', 'WOMENS STUDIES')","('SSCI', 'SSCI')","531","2.0","('Q1', 'Q1')","1.26","54.00"
"Supreme Court Review","0081-9557","2158-2459","LAW","('SSCI',)","500","2.0","Q1","1.24","0.00"
"BMC Primary Care","","2731-4553","('MEDICINE, GENERAL & INTERNAL', 'PRIMARY HEALTH CARE')","('SCIE', 'SCIE')","788","2.0","('Q2', 'Q2')","1.22","100.00"
"LANGUAGE IN SOCIETY","0047-4045","1469-8013","('LINGUISTICS', 'SOCIOLOGY')","('SSCI', 'SSCI')","2,624","2.0","('Q1', 'Q2')","1.21","48.78"
"Child Indicators Research","1874-897X","1874-8988","SOCIAL SCIENCES, INTERDISCIPLINARY","('SSCI',)","2,307","2.0","Q1","1.20","25.25"
"Palaeontographica Abteilung B-Palaeophytologie Palaeobotany-Palaeophytology","2194-900X","2509-839X","PALEONTOLOGY","('SCIE',)","546","2.0","Q1","1.16","0.00"
"ECONOMIC DEVELOPMENT AND CULTURAL CHANGE","0013-0079","1539-2988","('AREA STUDIES', 'DEVELOPMENT STUDIES', 'ECONOMICS')","('SSCI', 'SSCI', 'SSCI')","2,982","2.0","('Q1', 'Q2', 'Q2')","1.15","8.20"
"Journal of Computational Social Science","2432-2717","2432-2725","SOCIAL SCIENCES, MATHEMATICAL METHODS","('ESCI',)","468","2.0","Q2","1.14","43.95"
"AMERICAN JOURNAL OF PRIMATOLOGY","0275-2565","1098-2345","ZOOLOGY","('SCIE',)","5,276","2.0","Q1","1.12","24.91"
"JOURNAL OF GLBT FAMILY STUDIES","1550-428X","1550-4298","FAMILY STUDIES","('ESCI',)","711","2.0","Q2","1.12","16.00"
"African Archaeological Review","0263-0338","1572-9842","('ANTHROPOLOGY', 'ARCHAEOLOGY')","('SSCI', 'AHCI')","811","2.0","('Q1', 'N/A')","1.11","48.24"
"Learning Culture and Social Interaction","2210-6561","2210-657X","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","1,037","2.0","Q2","1.11","40.10"
"MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY","0065-9266","1947-6221","MATHEMATICS","('SCIE',)","3,316","2.0","Q1","1.11","61.90"
"Policing & Society","1043-9463","1477-2728","CRIMINOLOGY & PENOLOGY","('SSCI',)","1,783","2.0","Q1","1.11","42.86"
"AUSTRALIAN EDUCATIONAL RESEARCHER","0311-6999","2210-5328","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","1,414","2.0","Q2","1.10","57.92"
"COMPARATIVE POLITICS","0010-4159","2151-6227","POLITICAL SCIENCE","('SSCI',)","2,571","2.0","Q2","1.10","0.00"
"European Journal of Politics and Gender","2515-1088","2515-1096","('POLITICAL SCIENCE', 'WOMENS STUDIES')","('ESCI', 'ESCI')","384","2.0","('Q2', 'Q1')","1.08","14.14"
"GENDER AND EDUCATION","0954-0253","1360-0516","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","2,119","2.0","Q2","1.08","37.24"
"INTERNATIONAL ORTHOPAEDICS","0341-2695","1432-5195","ORTHOPEDICS","('SCIE',)","12,556","2.0","Q2","1.08","23.39"
"JOURNAL OF LANGUAGE AND SOCIAL PSYCHOLOGY","0261-927X","1552-6526","('COMMUNICATION', 'LINGUISTICS', 'PSYCHOLOGY, SOCIAL')","('SSCI', 'SSCI', 'SSCI')","2,442","2.0","('Q2', 'Q1', 'Q3')","1.08","25.74"
"European Journal of Engineering Education","0304-3797","1469-5898","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","1,572","2.0","Q2","1.07","48.29"
"Engineering Studies","1937-8629","1940-8374","('EDUCATION, SCIENTIFIC DISCIPLINES', 'ENGINEERING, MULTIDISCIPLINARY', 'HISTORY & PHILOSOPHY OF SCIENCE')","('SCIE', 'SCIE', 'SCIE, SSCI')","306","2.0","('Q2', 'Q2', 'Q1')","1.05","27.78"
"MICROSCOPY RESEARCH AND TECHNIQUE","1059-910X","1097-0029","('ANATOMY & MORPHOLOGY', 'BIOLOGY', 'MICROSCOPY')","('SCIE', 'SCIE', 'SCIE')","6,540","2.0","('Q2', 'Q2', 'Q3')","1.05","8.49"
"SAGE Open","2158-2440","2158-2440","SOCIAL SCIENCES, INTERDISCIPLINARY","('SSCI',)","10,081","2.0","Q1","1.05","92.30"
"Journal of Public Transportation","1077-291X","2375-0901","TRANSPORTATION","('SSCI',)","909","2.0","Q3","1.04","97.50"
"Veterinary Sciences","","2306-7381","VETERINARY SCIENCES","('SCIE',)","3,851","2.0","Q2","1.03","99.77"
"Frontiers in Sociology","","2297-7775","SOCIOLOGY","('ESCI',)","1,669","2.0","Q2","1.02","99.72"
"International Journal of Emergency Medicine","1865-1372","1865-1380","EMERGENCY MEDICINE","('ESCI',)","1,327","2.0","Q2","1.02","98.71"
"JOURNAL OF RESEARCH IN READING","0141-0423","1467-9817","('EDUCATION & EDUCATIONAL RESEARCH', 'PSYCHOLOGY, EDUCATIONAL')","('SSCI', 'SSCI')","1,494","2.0","('Q2', 'Q3')","1.01","28.09"
"READING AND WRITING","0922-4777","1573-0905","('EDUCATION & EDUCATIONAL RESEARCH', 'PSYCHOLOGY, EDUCATIONAL')","('SSCI', 'SSCI')","4,585","2.0","('Q2', 'Q3')","1.01","30.25"
"AMERICAN JOURNAL OF EDUCATION","0195-6744","1549-6511","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","1,345","2.0","Q2","0.99","1.64"
"Children-Basel","","2227-9067","PEDIATRICS","('SCIE',)","9,374","2.0","Q2","0.98","99.76"
"International Journal of Sport Communication","1936-3915","1936-3907","COMMUNICATION","('ESCI',)","862","2.0","Q2","0.98","0.82"
"INVERSE PROBLEMS","0266-5611","1361-6420","('MATHEMATICS, APPLIED', 'PHYSICS, MATHEMATICAL')","('SCIE', 'SCIE')","8,174","2.0","('Q1', 'Q2')","0.98","29.56"
"Journal of Medical Education and Curricular Development","2382-1205","2382-1205","EDUCATION, SCIENTIFIC DISCIPLINES","('ESCI',)","967","2.0","Q2","0.98","96.30"
"Nursing Open","2054-1058","2054-1058","NURSING","('SCIE', 'SSCI')","3,597","2.0","Q2","0.98","75.06"
"JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY","1050-6411","1873-5711","('NEUROSCIENCES', 'PHYSIOLOGY', 'REHABILITATION', 'SPORT SCIENCES')","('SCIE', 'SCIE', 'SCIE', 'SCIE')","5,808","2.0","('Q3', 'Q3', 'Q2', 'Q2')","0.97","23.11"
"Scandinavian Journal of Educational Research","0031-3831","1470-1170","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","2,131","2.0","Q2","0.97","74.25"
"BMC Pediatrics","","1471-2431","PEDIATRICS","('SCIE',)","11,837","2.0","Q2","0.96","99.85"
"BRITISH DENTAL JOURNAL","0007-0610","1476-5373","DENTISTRY, ORAL SURGERY & MEDICINE","('SCIE',)","7,814","2.0","Q2","0.96","21.59"
"COMPARATIVE EDUCATION REVIEW","0010-4086","1545-701X","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","1,420","2.0","Q2","0.96","0.00"
"JOURNAL OF ENVIRONMENTAL LAW","0952-8873","1464-374X","('ENVIRONMENTAL STUDIES', 'LAW')","('SSCI', 'SSCI')","796","2.0","('Q3', 'Q1')","0.96","43.56"
"Journal of University Teaching and Learning Practice","1449-9789","1449-9789","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","908","2.0","Q2","0.96","39.20"
"MEDICAL ANTHROPOLOGY QUARTERLY","0745-5194","1548-1387","('ANTHROPOLOGY', 'PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH', 'SOCIAL SCIENCES, BIOMEDICAL')","('SSCI', 'SSCI', 'SSCI')","1,536","2.0","('Q1', 'Q3', 'Q2')","0.96","31.17"
"Oral Surgery Oral Medicine Oral Pathology Oral Radiology","2212-4403","2212-4411","DENTISTRY, ORAL SURGERY & MEDICINE","('SCIE',)","14,630","2.0","Q2","0.96","8.70"
"Swiss Political Science Review","1424-7755","1662-6370","POLITICAL SCIENCE","('SSCI',)","816","2.0","Q2","0.96","55.45"
"HealthCare-The Journal of Delivery Science and Innovation","2213-0764","2213-0772","HEALTH POLICY & SERVICES","('SSCI',)","720","2.0","Q3","0.95","24.35"
"Journalism and Media","","2673-5172","COMMUNICATION","('ESCI',)","259","2.0","Q2","0.95","98.83"
"AESTHETIC PLASTIC SURGERY","0364-216X","1432-5241","SURGERY","('SCIE',)","6,702","2.0","Q2","0.94","12.06"
"ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY","0936-8051","1434-3916","('ORTHOPEDICS', 'SURGERY')","('SCIE', 'SCIE')","9,889","2.0","('Q2', 'Q2')","0.94","33.55"
"INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY","0020-7152","1745-2554","SOCIOLOGY","('SSCI',)","1,053","2.0","Q2","0.94","34.04"
"Research & Politics","","2053-1680","POLITICAL SCIENCE","('SSCI',)","1,364","2.0","Q2","0.94","91.79"
"SAGE Open Nursing","2377-9608","2377-9608","NURSING","('ESCI',)","860","2.0","Q2","0.94","93.93"
"VETERINARY PARASITOLOGY","0304-4017","1873-2550","('PARASITOLOGY', 'VETERINARY SCIENCES')","('SCIE', 'SCIE')","15,319","2.0","('Q2', 'Q2')","0.93","23.44"
"YOUTH & SOCIETY","0044-118X","1552-8499","('SOCIAL ISSUES', 'SOCIAL SCIENCES, INTERDISCIPLINARY', 'SOCIOLOGY')","('SSCI', 'SSCI', 'SSCI')","2,170","2.0","('Q2', 'Q1', 'Q2')","0.93","11.34"
"European Journal of Criminology","1477-3708","1741-2609","CRIMINOLOGY & PENOLOGY","('SSCI',)","1,693","2.0","Q1","0.92","35.26"
"International Journal of Child Care and Education Policy","1976-5681","2288-6729","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","279","2.0","Q2","0.92","100.00"
"Journal of Education for Students Placed at Risk","1082-4669","1532-7671","EDUCATION & EDUCATIONAL RESEARCH","('ESCI',)","585","2.0","Q2","0.92","13.56"
"Journal of Professions and Organization","2051-8803","2051-8811","MANAGEMENT","('ESCI',)","500","2.0","Q3","0.92","38.57"
"JOURNAL OF SEDIMENTARY RESEARCH","1527-1404","1938-3681","GEOLOGY","('SCIE',)","6,632","2.0","Q1","0.92","4.19"
"OPHTHALMIC RESEARCH","0030-3747","1423-0259","OPHTHALMOLOGY","('SCIE',)","2,168","2.0","Q2","0.92","78.03"
"World","","2673-4060","('ECONOMICS', 'POLITICAL SCIENCE', 'SOCIAL SCIENCES, INTERDISCIPLINARY')","('ESCI', 'ESCI', 'ESCI')","236","2.0","('Q2', 'Q2', 'Q1')","0.92","98.57"
"Journal of Benefit-Cost Analysis","2194-5888","2152-2812","ECONOMICS","('SSCI',)","498","2.0","Q2","0.90","52.86"
"JOURNAL OF EDUCATIONAL RESEARCH","0022-0671","1940-0675","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","3,517","2.0","Q2","0.90","10.89"
"MARINE MAMMAL SCIENCE","0824-0469","1748-7692","('MARINE & FRESHWATER BIOLOGY', 'ZOOLOGY')","('SCIE', 'SCIE')","4,145","2.0","('Q2', 'Q1')","0.90","24.29"
"International Journal of Legal Discourse","2364-8821","2364-883X","LINGUISTICS","('ESCI',)","123","2.0","Q1","0.89","4.65"
"ARCHIVES OF ANIMAL NUTRITION","1745-039X","1477-2817","AGRICULTURE, DAIRY & ANIMAL SCIENCE","('SCIE',)","1,281","2.0","Q1","0.88","12.16"
"Mathematical Thinking and Learning","1098-6065","1532-7833","EDUCATION & EDUCATIONAL RESEARCH","('SSCI',)","823","2.0","Q2","0.88","22.58"
"NEUROSURGERY CLINICS OF NORTH AMERICA","1042-3680","1558-1349","('CLINICAL NEUROLOGY', 'SURGERY')","('SCIE', 'SCIE')","2,623","2.0","('Q3', 'Q2')","0.88","4.49"
"BULLETIN OF MATHEMATICAL BIOLOGY","0092-8240","1522-9602","('BIOLOGY', 'MATHEMATICAL & COMPUTATIONAL BIOLOGY')","('SCIE', 'SCIE')","5,574","2.0","('Q2', 'Q3')","0.87","36.07"
"Eye & Contact Lens-Science and Clinical Practice","1542-2321","1542-233X","OPHTHALMOLOGY","('SCIE',)","2,793","2.0","Q2","0.87","10.00"
"GEOJOURNAL","0343-2521","1572-9893","GEOGRAPHY","('ESCI',)","5,433","2.0","Q2","0.87","12.77"
"JOURNAL OF GLAUCOMA","1057-0829","1536-481X","OPHTHALMOLOGY","('SCIE',)","5,587","2.0","Q2","0.87","29.41"
"Perioperative Medicine","","2047-0525","('ANESTHESIOLOGY', 'SURGERY')","('SCIE', 'SCIE')","769","2.0","('Q2', 'Q2')","0.87","100.00"
"RENEWABLE AGRICULTURE AND FOOD SYSTEMS","1742-1705","1742-1713","AGRICULTURE, MULTIDISCIPLINARY","('SCIE',)","2,040","2.0","Q2","0.87","58.29"
"Chiropractic & Manual Therapies","","2045-709X","REHABILITATION","('SCIE',)","958","2.0","Q2","0.86","100.00"
"ECOLOGICAL ENTOMOLOGY","0307-6946","1365-2311","ENTOMOLOGY","('SCIE',)","4,643","2.0","Q2","0.86","29.39"
"GEUS Bulletin","2597-2154","2597-2154","GEOLOGY","('SCIE',)","112","2.0","Q1","0.86","100.00"
"Journal of Plastic Reconstructive and Aesthetic Surgery","1748-6815","1878-0539","SURGERY","('SCIE',)","9,337","2.0","Q2","0.86","10.91"
"SOCIOLOGY OF SPORT JOURNAL","0741-1235","1543-2785","('HOSPITALITY, LEISURE, SPORT & TOURISM', 'SOCIOLOGY', 'SPORT SCIENCES')","('SSCI', 'SSCI', 'SCIE')","1,615","2.0","('Q2', 'Q2', 'Q2')","0.86","4.86"
"Automated Software Engineering","0928-8910","1573-7535","COMPUTER SCIENCE, SOFTWARE ENGINEERING","('SCIE',)","649","2.0","Q3","0.85","18.75"
"INTERNATIONAL JOURNAL OF TECHNOLOGY AND DESIGN EDUCATION","0957-7572","1573-1804","('EDUCATION & EDUCATIONAL RESEARCH', 'EDUCATION, SCIENTIFIC DISCIPLINES', 'ENGINEERING, MULTIDISCIPLINARY')","('SSCI', 'SCIE', 'SCIE')","1,621","2.0","('Q2', 'Q2', 'Q2')","0.85","37.19"
"SPACE POLICY","0265-9646","1879-338X","('INTERNATIONAL RELATIONS', 'SOCIAL SCIENCES, INTERDISCIPLINARY')","('SSCI', 'SSCI')","660","2.0","('Q2', 'Q1')","0.85","19.32"
"Urolithiasis","2194-7228","2194-7236","UROLOGY & NEPHROLOGY","('SCIE',)","1,830","2.0","Q2","0.85","22.49"
"BMJ Open Ophthalmology","2397-3269","2397-3269","OPHTHALMOLOGY","('ESCI',)","1,028","2.0","Q2","0.84","99.65"
"BMJ Supportive & Palliative Care","2045-435X","2045-4368","HEALTH CARE SCIENCES & SERVICES","('SCIE',)","3,039","2.0","Q3","0.84","19.63"
"JCOM-Journal of Science Communication","1824-2049","1824-2049","COMMUNICATION","('ESCI',)","1,219","2.0","Q2","0.84","99.13"
"JOURNAL OF VISION","1534-7362","1534-7362","OPHTHALMOLOGY","('SCIE',)","9,152","2.0","Q2","0.84","98.07"
"AACN Advanced Critical Care","1559-7768","1559-7776","NURSING","('ESCI',)","695","2.0","Q2","0.83","1.04"
"Econometrics and Statistics","2468-0389","2452-3062","('ECONOMICS', 'STATISTICS & PROBABILITY')","('ESCI', 'ESCI')","440","2.0","('Q2', 'Q1')","0.83","18.32"
"Journal of Elections Public Opinion and Parties","1745-7289","1745-7297","POLITICAL SCIENCE","('SSCI',)","977","2.0","Q2","0.83","32.67"
"Journal of Experimental Orthopaedics","","2197-1153","('ORTHOPEDICS', 'SURGERY')","('ESCI', 'ESCI')","1,316","2.0","('Q2', 'Q2')","0.83","100.00"
"JOURNAL OF THORACIC IMAGING","0883-5993","1536-0237","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","('SCIE',)","1,685","2.0","Q3","0.83","10.27"
"APPLIED VEGETATION SCIENCE","1402-2001","1654-109X","('ECOLOGY', 'FORESTRY', 'PLANT SCIENCES')","('SCIE', 'SCIE', 'SCIE')","2,724","2.0","('Q3', 'Q2', 'Q2')","0.82","35.32"
"GYNECOLOGIC AND OBSTETRIC INVESTIGATION","0378-7346","1423-002X","OBSTETRICS & GYNECOLOGY","('SCIE',)","2,491","2.0","Q2","0.82","21.43"
"JOURNAL OF COMMUNITY PSYCHOLOGY","0090-4392","1520-6629","('PSYCHOLOGY, MULTIDISCIPLINARY', 'PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH', 'SOCIAL WORK')","('SSCI', 'SSCI', 'SSCI')","4,740","2.0","('Q2', 'Q3', 'Q1')","0.82","16.17"
"Journal of Holistic Nursing","0898-0101","1552-5724","NURSING","('ESCI',)","1,025","2.0","Q2","0.82","9.91"
"Maxillofacial Plastic and Reconstructive Surgery","2288-8101","2288-8586","DENTISTRY, ORAL SURGERY & MEDICINE","('ESCI',)","775","2.0","Q2","0.82","100.00"
"Neotropical Ichthyology","1679-6225","","ZOOLOGY","('SCIE',)","1,805","2.0","Q1","0.82","87.43"
"DEVELOPMENTAL DYNAMICS","1058-8388","1097-0177","('ANATOMY & MORPHOLOGY', 'DEVELOPMENTAL BIOLOGY')","('SCIE', 'SCIE')","8,570","2.0","('Q2', 'Q3')","0.80","26.30"
"Crystallography Reviews","0889-311X","1476-3508","CRYSTALLOGRAPHY","('SCIE',)","372","2.0","Q2","0.79","5.00"
"INFANCY","1525-0008","1532-7078","PSYCHOLOGY, DEVELOPMENTAL","('SSCI',)","2,085","2.0","Q3","0.79","36.47"
"WESTERN JOURNAL OF NURSING RESEARCH","0193-9459","1552-8456","NURSING","('SCIE', 'SSCI')","3,164","2.0","Q2","0.79","5.41"
"ADVANCES IN CHRONIC KIDNEY DISEASE","1548-5595","1548-5609","UROLOGY & NEPHROLOGY","('SCIE',)","2,787","2.0","Q2","0.78","8.26"
"AGROFORESTRY SYSTEMS","0167-4366","1572-9680","('AGRONOMY', 'FORESTRY')","('SCIE', 'SCIE')","5,609","2.0","('Q2', 'Q2')","0.78","17.63"
"BMJ Paediatrics Open","","2399-9772","PEDIATRICS","('SCIE',)","1,437","2.0","Q2","0.78","99.74"
"CRANIO-The Journal of Craniomandibular & Sleep Practice","0886-9634","2151-0903","DENTISTRY, ORAL SURGERY & MEDICINE","('SCIE',)","1,743","2.0","Q2","0.78","3.65"
"HEALTH & SOCIAL CARE IN THE COMMUNITY","0966-0410","1365-2524","('PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH', 'SOCIAL WORK')","('SSCI', 'SSCI')","6,264","2.0","('Q3', 'Q1')","0.78","74.31"
"JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH","0947-5745","1439-0469","('EVOLUTIONARY BIOLOGY', 'ZOOLOGY')","('SCIE', 'SCIE')","1,422","2.0","('Q3', 'Q1')","0.78","55.12"
"Technical Communication Quarterly","1057-2252","1542-7625","COMMUNICATION","('ESCI',)","824","2.0","Q2","0.78","3.96"
"Canadian Journal of Emergency Medicine","1481-8035","1481-8043","EMERGENCY MEDICINE","('SCIE',)","2,041","2.0","Q2","0.77","8.14"
"ENVIRONMENT AND URBANIZATION","0956-2478","1746-0301","('ENVIRONMENTAL STUDIES', 'URBAN STUDIES')","('SSCI', 'SSCI')","2,778","2.0","('Q3', 'Q2')","0.77","49.28"
"Taiwanese Journal of Obstetrics & Gynecology","1028-4559","","OBSTETRICS & GYNECOLOGY","('SCIE',)","3,166","2.0","Q2","0.77","95.23"
"AUSTRALIAN JOURNAL OF SOCIAL ISSUES","0157-6321","1839-4655","SOCIAL ISSUES","('SSCI',)","806","2.0","Q2","0.76","59.40"
"CROP SCIENCE","0011-183X","1435-0653","AGRONOMY","('SCIE',)","19,845","2.0","Q2","0.76","39.08"
"Pulmonary Medicine","2090-1836","2090-1844","RESPIRATORY SYSTEM","('ESCI',)","571","2.0","Q3","0.76","100.00"
"SKIN RESEARCH AND TECHNOLOGY","0909-752X","1600-0846","DERMATOLOGY","('SCIE',)","3,379","2.0","Q3","0.76","79.37"
"FISHERIES MANAGEMENT AND ECOLOGY","0969-997X","1365-2400","FISHERIES","('SCIE',)","2,079","2.0","Q2","0.75","27.75"
"JOURNAL OF EARLY ADOLESCENCE","0272-4316","1552-5449","('FAMILY STUDIES', 'PSYCHOLOGY, DEVELOPMENTAL')","('SSCI', 'SSCI')","2,561","2.0","('Q2', 'Q3')","0.75","24.31"
"Journal of Visceral Surgery","1878-7886","1878-7886","SURGERY","('SCIE',)","1,370","2.0","Q2","0.75","33.33"
"Neuropsychologia","0028-3932","1873-3514","('BEHAVIORAL SCIENCES', 'NEUROSCIENCES', 'PSYCHOLOGY, EXPERIMENTAL')","('SCIE', 'SCIE', 'SSCI')","22,115","2.0","('Q3', 'Q3', 'Q3')","0.75","34.68"
"PHYSICS OF PLASMAS","1070-664X","1089-7674","PHYSICS, FLUIDS & PLASMAS","('SCIE',)","31,886","2.0","Q3","0.75","27.88"
"INTERNATIONAL JOURNAL OF SPORTS MEDICINE","0172-4622","1439-3964","SPORT SCIENCES","('SCIE',)","8,319","2.0","Q2","0.74","11.29"
"Marine Resource Economics","0738-1360","2334-5985","('ECONOMICS', 'ENVIRONMENTAL STUDIES', 'FISHERIES')","('SSCI', 'SSCI', 'SCIE')","1,001","2.0","('Q2', 'Q3', 'Q2')","0.74","0.00"
"SCANDINAVIAN POLITICAL STUDIES","0080-6757","1467-9477","POLITICAL SCIENCE","('SSCI',)","892","2.0","Q2","0.74","65.45"
"CAMBRIDGE JOURNAL OF ECONOMICS","0309-166X","1464-3545","ECONOMICS","('SSCI',)","4,091","2.0","Q2","0.73","22.34"
"JOURNAL OF CLINICAL MONITORING AND COMPUTING","1387-1307","1573-2614","ANESTHESIOLOGY","('SCIE',)","3,005","2.0","Q2","0.73","34.21"
"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY","0895-2779","1543-2904","('HOSPITALITY, LEISURE, SPORT & TOURISM', 'PSYCHOLOGY', 'PSYCHOLOGY, APPLIED', 'SPORT SCIENCES')","('SSCI', 'SCIE', 'SSCI', 'SCIE')","4,325","2.0","('Q2', 'Q2', 'Q3', 'Q2')","0.73","0.95"
"REAL ESTATE ECONOMICS","1080-8620","1540-6229","('BUSINESS, FINANCE', 'ECONOMICS', 'URBAN STUDIES')","('SSCI', 'SSCI', 'SSCI')","1,487","2.0","('Q2', 'Q2', 'Q2')","0.73","20.26"
"AGRONOMY JOURNAL","0002-1962","1435-0645","AGRONOMY","('SCIE',)","18,887","2.0","Q2","0.72","34.53"
"BEHAVIORAL MEDICINE","0896-4289","1940-4026","('BEHAVIORAL SCIENCES', 'PSYCHIATRY')","('SCIE', 'SCIE, SSCI')","1,497","2.0","('Q3', 'Q3')","0.72","7.08"
"HEALTH ECONOMICS","1057-9230","1099-1050","('ECONOMICS', 'HEALTH CARE SCIENCES & SERVICES', 'HEALTH POLICY & SERVICES')","('SSCI', 'SCIE', 'SSCI')","6,810","2.0","('Q2', 'Q3', 'Q3')","0.72","34.75"
"JOURNAL OF SURGICAL ONCOLOGY","0022-4790","1096-9098","('ONCOLOGY', 'SURGERY')","('SCIE', 'SCIE')","12,180","2.0","('Q3', 'Q2')","0.72","13.31"
"Zeitschrift fur Psychologie-Journal of Psychology","2190-8370","2151-2604","PSYCHOLOGY, MULTIDISCIPLINARY","('SSCI',)","1,242","2.0","Q2","0.72","59.49"
"COMPUTER APPLICATIONS IN ENGINEERING EDUCATION","1061-3773","1099-0542","('COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS', 'EDUCATION, SCIENTIFIC DISCIPLINES', 'ENGINEERING, MULTIDISCIPLINARY')","('SCIE', 'SCIE', 'SCIE')","1,947","2.0","('Q3', 'Q2', 'Q2')","0.71","16.61"
"EUROPEAN JOURNAL OF PHYCOLOGY","0967-0262","1469-4433","('MARINE & FRESHWATER BIOLOGY', 'PLANT SCIENCES')","('SCIE', 'SCIE')","2,329","2.0","('Q2', 'Q2')","0.71","9.38"
"INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE","1070-5503","1532-7558","PSYCHOLOGY, CLINICAL","('SSCI',)","4,131","2.0","Q3","0.71","28.42"
"JOURNAL OF CHILD NEUROLOGY","0883-0738","1708-8283","('CLINICAL NEUROLOGY', 'PEDIATRICS')","('SCIE', 'SCIE')","6,200","2.0","('Q3', 'Q2')","0.71","8.97"
"Obstetrics & Gynecology Science","2287-8572","2287-8580","OBSTETRICS & GYNECOLOGY","('ESCI',)","1,206","2.0","Q2","0.71","94.97"
"Organic Agriculture","1879-4238","1879-4246","AGRICULTURE, MULTIDISCIPLINARY","('ESCI',)","670","2.0","Q2","0.71","33.09"
