"","Rank","Title","Type","SJR","SJR.Best.Quartile","H.index","Total.Docs...2016.","Total.Docs...3years.","Total.Refs.","Total.Cites..3years.","Citable.Docs...3years.","Cites...Doc...2years.","Ref....Doc.","Country","Categories","ISSN","ISSN.1","ISSN.2"
"597",2703,"Pancreas","journal",1.312,"Q1",88,259,712,8487,1799,560,2.84,32.77,"United States","Endocrinology, Diabetes and Metabolism (Q1); Hepatology (Q1); Internal Medicine (Q1); Endocrinology (Q2)","08853177","08853177",""
"598",2709,"Clinical and Vaccine Immunology","journal",1.31,"Q1",92,111,667,4901,1556,640,2.45,44.15,"United States","Clinical Biochemistry (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1); Immunology (Q2); Immunology and Allergy (Q2)","15566811; 1556679X","15566811","1556679X"
"599",2721,"BMC Psychiatry","journal",1.306,"Q1",66,449,1083,21890,3158,1070,2.61,48.75,"United Kingdom","Psychiatry and Mental Health (Q1)","1471244X","1471244X",""
"600",2734,"Journal of Clinical Gastroenterology","journal",1.302,"Q1",95,325,670,6471,1568,490,3.02,19.91,"United States","Gastroenterology (Q1)","15392031; 01920790","15392031","01920790"
"601",2748,"Human Genomics","journal",1.297,"Q1",39,22,92,780,240,75,3.25,35.45,"United Kingdom","Drug Discovery (Q1); Genetics (Q2); Molecular Biology (Q2); Molecular Medicine (Q2)","14797364; 14739542","14797364","14739542"
"602",2761,"Journal of Agricultural and Food Chemistry","journal",1.291,"Q1",235,1096,4361,46644,14966,4281,3.29,42.56,"United States","Agricultural and Biological Sciences (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)","15205118; 00218561","15205118","00218561"
"603",2762,"Cell and Tissue Research","journal",1.29,"Q1",117,252,787,14378,2122,727,2.76,57.06,"Germany","Histology (Q1); Pathology and Forensic Medicine (Q1); Cell Biology (Q2)","0302766X; 14320878","0302766X","14320878"
"604",2766,"Nutrition","journal",1.29,"Q1",117,213,775,8336,2382,668,3.59,39.14,"Netherlands","Endocrinology, Diabetes and Metabolism (Q1); Nutrition and Dietetics (Q1)","08999007","08999007",""
"605",2770,"Experimental Eye Research","journal",1.288,"Q1",103,293,727,13608,2279,689,3.25,46.44,"United States","Ophthalmology (Q1); Sensory Systems (Q2); Cellular and Molecular Neuroscience (Q3)","00144835; 10960007","00144835","10960007"
"606",2777,"Diabetes and Metabolism","journal",1.286,"Q1",75,115,241,2377,760,206,3.66,20.67,"France","Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Medicine (miscellaneous) (Q1); Endocrinology (Q2)","12623636","12623636",""
"607",2788,"MicrobiologyOpen","journal",1.282,"Q2",18,87,227,4987,638,225,2.79,57.32,"United States","Microbiology (Q2)","20458827","20458827",""
"608",2791,"Veterinary Research","journal",1.281,"Q1",83,121,454,5664,1205,425,2.72,46.81,"United Kingdom","Veterinary (miscellaneous) (Q1)","09284249; 12979716","09284249","12979716"
"609",2795,"Cellular Immunology","journal",1.28,"Q2",79,115,341,5299,981,329,3.17,46.08,"United States","Immunology (Q2)","10902163; 00088749","10902163","00088749"
"610",2796,"Gut Pathogens","journal",1.279,"Q1",24,68,130,2564,388,124,2.79,37.71,"United Kingdom","Gastroenterology (Q1); Infectious Diseases (Q1); Parasitology (Q1); Microbiology (Q2); Virology (Q2)","17574749","17574749",""
"611",2804,"Clinics in Chest Medicine","journal",1.277,"Q1",71,69,201,5072,653,185,4.13,73.51,"United Kingdom","Pulmonary and Respiratory Medicine (Q1)","02725231","02725231",""
"612",2826,"Frontiers in Psychology","journal",1.271,"Q1",58,1918,3513,112169,8329,3164,2.43,58.48,"Switzerland","Psychology (miscellaneous) (Q1)","16641078","16641078",""
"613",2832,"Twin Research and Human Genetics","journal",1.269,"Q1",70,81,323,2868,580,301,1.21,35.41,"United Kingdom","Obstetrics and Gynecology (Q1); Pediatrics, Perinatology and Child Health (Q1); Genetics (clinical) (Q2)","18324274","18324274",""
"614",2837,"European Journal of Nutrition","journal",1.267,"Q1",76,392,536,11286,1680,494,3.29,28.79,"Germany","Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)","14366215; 14366207","14366215","14366207"
"615",2864,"Brain Research","journal",1.257,"Q1",177,634,1919,39676,5261,1887,2.77,62.58,"Netherlands","Neurology (clinical) (Q1); Developmental Biology (Q2); Molecular Biology (Q2); Neuroscience (miscellaneous) (Q2)","00068993","00068993",""
"616",2879,"International Journal of COPD","journal",1.251,"Q1",43,341,497,12542,1596,461,3.46,36.78,"New Zealand","Health Policy (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Pulmonary and Respiratory Medicine (Q1)","11782005; 11769106","11782005","11769106"
"617",2882,"Therapeutic Advances in Chronic Disease","journal",1.25,"Q1",19,21,76,1465,293,74,4.48,69.76,"United States","Medicine (miscellaneous) (Q1)","20406231; 20406223","20406231","20406223"
"618",2883,"ASN Neuro","journal",1.25,"Q1",28,21,130,1407,310,129,2,67,"United Kingdom","Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)","17590914","17590914",""
"619",2887,"Shock","journal",1.248,"Q1",99,242,635,8383,1591,500,3.11,34.64,"United States","Critical Care and Intensive Care Medicine (Q1); Emergency Medicine (Q1)","10732322","10732322",""
"620",2924,"Journal of Pediatric Gastroenterology and Nutrition","journal",1.24,"Q1",108,448,1180,10239,2507,856,2.84,22.85,"United States","Gastroenterology (Q1); Pediatrics, Perinatology and Child Health (Q1)","02772116; 15364801","02772116","15364801"
"621",2932,"Amino Acids","journal",1.24,"Q1",92,249,758,12820,2428,736,3.14,51.49,"Germany","Clinical Biochemistry (Q1); Organic Chemistry (Q1); Biochemistry (Q2)","09394451; 14382199","09394451","14382199"
"622",2946,"Current Cancer Drug Targets","journal",1.235,"Q1",79,86,223,8064,770,206,2.87,93.77,"United Arab Emirates","Drug Discovery (Q1); Pharmacology (Q1); Cancer Research (Q2)","15680096","15680096",""
"623",2961,"World Journal of Gastroenterology","journal",1.23,"Q1",116,989,4829,63189,16634,4760,3.53,63.89,"China","Gastroenterology (Q1)","10079327; 22192840","10079327","22192840"
"624",2963,"BMC Microbiology","journal",1.23,"Q2",82,291,950,13236,2675,910,2.63,45.48,"United Kingdom","Microbiology (Q2); Microbiology (medical) (Q2)","14712180","14712180",""
"625",2973,"Acta Pharmacologica Sinica","journal",1.227,"Q1",69,163,535,7011,1770,519,2.87,43.01,"China","Pharmacology (Q1); Pharmacology (medical) (Q1)","16714083; 17457254","16714083","17457254"
"626",2978,"Journal of Biochemistry","journal",1.226,"Q2",100,76,340,3180,732,336,1.97,41.84,"Japan","Biochemistry (Q2); Molecular Biology (Q2)","0021924X","0021924X",""
"627",2979,"Microbiology spectrum","journal",1.225,"Q1",14,219,352,30943,697,352,2.06,141.29,"United States","Ecology (Q1); Cell Biology (Q2); Genetics (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2); Microbiology (medical) (Q2); Physiology (Q2)","21650497","21650497",""
"628",2994,"Journal of Parkinson's Disease","journal",1.222,"Q1",21,84,235,3712,688,226,2.51,44.19,"Netherlands","Neurology (clinical) (Q1); Cellular and Molecular Neuroscience (Q3)","18777171; 1877718X","18777171","1877718X"
"629",2998,"Prion","journal",1.221,"Q2",31,49,184,2339,374,177,2.16,47.73,"United States","Biochemistry (Q2); Cell Biology (Q2); Infectious Diseases (Q2); Cellular and Molecular Neuroscience (Q3)","1933690X; 19336896","1933690X","19336896"
"630",3005,"Current Neurology and Neuroscience Reports","journal",1.22,"Q1",55,138,370,8763,1028,365,2.73,63.5,"United States","Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q2)","15284042; 15346293","15284042","15346293"
"631",3014,"Pediatric Allergy and Immunology","journal",1.217,"Q1",75,154,443,4854,1160,306,3.69,31.52,"United Kingdom","Pediatrics, Perinatology and Child Health (Q1); Immunology (Q2); Immunology and Allergy (Q2)","09056157; 13993038","09056157","13993038"
"632",3021,"Journal of Reproductive Immunology","journal",1.215,"Q1",73,84,200,3021,544,188,2.73,35.96,"Netherlands","Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1); Immunology (Q2); Immunology and Allergy (Q2)","01650378","01650378",""
"633",3030,"Current Heart Failure Reports","journal",1.213,"Q1",26,22,159,1500,457,157,2.94,68.18,"United States","Cardiology and Cardiovascular Medicine (Q1); Emergency Medicine (Q1); Physiology (medical) (Q2)","15469549; 15469530","15469549","15469530"
"634",3052,"Calcified Tissue International","journal",1.207,"Q1",101,130,431,5559,1306,405,2.74,42.76,"Germany","Orthopedics and Sports Medicine (Q1); Endocrinology (Q2); Endocrinology, Diabetes and Metabolism (Q2)","14320827; 0171967X","14320827","0171967X"
"635",3070,"International Journal of Molecular Sciences","journal",1.202,"Q1",84,2469,4584,142384,16976,4535,3.37,57.67,"Switzerland","Computer Science Applications (Q1); Inorganic Chemistry (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Spectroscopy (Q1); Catalysis (Q2); Molecular Biology (Q2)","14220067; 16616596","14220067","16616596"
"636",3077,"PLoS ONE","journal",1.201,"Q1",218,22159,94466,1010041,291696,90430,2.86,45.58,"United States","Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)","19326203","19326203",""
"637",3079,"Journal of Biomedical Science","journal",1.2,"Q1",63,107,313,5504,895,277,3.2,51.44,"Switzerland","Biochemistry (medical) (Q1); Clinical Biochemistry (Q1); Pharmacology (medical) (Q1); Cell Biology (Q2); Endocrinology, Diabetes and Metabolism (Q2); Molecular Biology (Q2)","10217770; 14230127","10217770","14230127"
"638",3082,"Journal of Gastroenterology and Hepatology","journal",1.199,"Q1",108,337,1072,9285,3014,976,2.76,27.55,"United Kingdom","Gastroenterology (Q1); Hepatology (Q1)","08159319; 14401746","08159319","14401746"
"639",3084,"Journal of Histochemistry and Cytochemistry","journal",1.198,"Q1",109,55,223,2359,507,208,2.62,42.89,"United States","Anatomy (Q1); Histology (Q1)","00221554","00221554",""
"640",3097,"Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis","journal",1.195,"Q1",142,58,289,3072,664,267,2.16,52.97,"Netherlands","Health, Toxicology and Mutagenesis (Q1); Genetics (Q2); Molecular Biology (Q2)","00275107; 13861964","00275107","13861964"
"641",3101,"Cells","journal",1.195,"Q1",5,2,4,287,17,4,4.25,143.5,"Switzerland","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)","20734409","20734409",""
"642",3121,"Journal of Neuroimmunology","journal",1.19,"Q1",125,223,654,8219,1828,629,2.87,36.86,"Netherlands","Neurology (clinical) (Q1); Immunology (Q2); Immunology and Allergy (Q2); Neurology (Q2)","01655728","01655728",""
"643",3126,"Pathogens and Disease","journal",1.189,"Q2",86,64,300,119,669,283,2.1,1.86,"United Kingdom","Immunology and Allergy (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2); Microbiology (medical) (Q2)","2049632X","2049632X",""
"644",3147,"European Journal of Clinical Investigation","journal",1.186,"Q1",91,118,469,4511,1240,434,2.71,38.23,"United Kingdom","Clinical Biochemistry (Q1); Medicine (miscellaneous) (Q1); Biochemistry (Q2)","13652362; 00142972","13652362","00142972"
"645",3161,"Journal of Oncology","journal",1.182,"Q2",34,19,91,778,319,87,3.64,40.95,"Egypt","Oncology (Q2)","16878469; 16878450","16878469","16878450"
"646",3163,"Alcohol","journal",1.182,"Q1",69,85,248,3835,600,236,2.67,45.12,"Netherlands","Health (social science) (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1); Behavioral Neuroscience (Q2); Biochemistry (Q2); Neurology (Q2)","07418329","07418329",""
"647",3169,"Clinical and Experimental Gastroenterology","journal",1.18,"Q1",18,38,106,2421,328,104,3.69,63.71,"New Zealand","Gastroenterology (Q1)","11787023","11787023",""
"648",3171,"Journal of Interferon and Cytokine Research","journal",1.179,"Q1",81,72,308,3485,694,302,2.38,48.4,"United States","Medicine (miscellaneous) (Q1); Cell Biology (Q2); Immunology (Q2); Virology (Q2)","10799907","10799907",""
"649",3182,"Applied Microbiology and Biotechnology","journal",1.177,"Q1",179,901,2784,46680,9772,2715,3.5,51.81,"Germany","Applied Microbiology and Biotechnology (Q1); Biotechnology (Q1)","01757598; 14320614","01757598","14320614"
"650",3208,"Helicobacter","journal",1.171,"Q1",66,80,220,3330,784,202,3.63,41.63,"United Kingdom","Gastroenterology (Q1); Infectious Diseases (Q2)","15235378; 10834389","15235378","10834389"
"651",3209,"Current Alzheimer Research","journal",1.171,"Q1",69,163,329,13149,1050,313,3.18,80.67,"United Arab Emirates","Neurology (clinical) (Q1); Neurology (Q2)","15672050","15672050",""
"652",3210,"World Journal of Hepatology","journal",1.171,"Q2",30,177,533,9989,1935,497,4.16,56.44,"China","Hepatology (Q2)","19485182","19485182",""
"653",3211,"Translational Stroke Research","journal",1.171,"Q1",28,69,227,3770,1189,199,7.05,54.64,"United States","Cardiology and Cardiovascular Medicine (Q1); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q2)","18684483","18684483",""
"654",3214,"Brain Research Bulletin","journal",1.17,"Q2",112,201,365,13527,1046,356,3.04,67.3,"Netherlands","Neuroscience (miscellaneous) (Q2)","03619230","03619230",""
"655",3220,"Chemical Research in Toxicology","journal",1.168,"Q1",133,204,658,12511,2182,633,3.37,61.33,"United States","Toxicology (Q1)","15205010; 0893228X","15205010","0893228X"
"656",3230,"Wiley Interdisciplinary Reviews: Systems Biology and Medicine","journal",1.167,"Q1",36,33,107,3426,299,103,2.63,103.82,"United States","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)","1939005X; 19395094","1939005X","19395094"
"657",3240,"Gastroenterology Clinics of North America","journal",1.165,"Q1",71,49,187,3299,555,162,3.07,67.33,"United Kingdom","Gastroenterology (Q1)","11203757; 08898553","11203757","08898553"
"658",3244,"BMC Immunology","journal",1.164,"Q2",43,45,204,1868,519,200,2.5,41.51,"United Kingdom","Immunology (Q2)","14712172","14712172",""
"659",3245,"Journal of NeuroVirology","journal",1.163,"Q2",73,108,229,4261,583,213,2.72,39.45,"Germany","Neurology (Q2); Neurology (clinical) (Q2); Virology (Q2); Cellular and Molecular Neuroscience (Q3)","13550284; 15382443","13550284","15382443"
"660",3251,"Talanta","journal",1.162,"Q1",134,1056,2550,41958,10432,2486,4.18,39.73,"Netherlands","Chemistry (miscellaneous) (Q1)","00399140","00399140",""
"661",3256,"BMC Pediatrics","journal",1.16,"Q1",55,213,784,7346,1830,773,2.02,34.49,"United Kingdom","Pediatrics, Perinatology and Child Health (Q1)","14712431","14712431",""
"662",3264,"Radiation Research","journal",1.158,"Q1",107,136,432,6450,1148,413,2.46,47.43,"United States","Biophysics (Q1); Radiation (Q1); Radiology, Nuclear Medicine and Imaging (Q1)","00337587","00337587",""
"663",3290,"Lupus","journal",1.152,"Q2",87,205,693,7114,1666,623,2.56,34.7,"United States","Rheumatology (Q2)","09612033; 14770962","09612033","14770962"
"664",3309,"Pediatric Clinics of North America","journal",1.148,"Q1",71,81,294,4395,807,258,2.52,54.26,"United Kingdom","Pediatrics, Perinatology and Child Health (Q1)","00313955","00313955",""
"665",3313,"Clinical Therapeutics","journal",1.147,"Q1",115,269,745,9224,1907,626,2.83,34.29,"United States","Pharmacology (Q1); Pharmacology (medical) (Q1)","01492918","01492918",""
"666",3332,"Current Opinion in Pediatrics","journal",1.145,"Q1",70,119,359,5900,892,326,2.54,49.58,"United States","Pediatrics, Perinatology and Child Health (Q1)","10408703; 1531698X","10408703","1531698X"
"667",3368,"Digestive Diseases and Sciences","journal",1.137,"Q2",107,514,1511,16206,3447,1229,2.89,31.53,"United States","Gastroenterology (Q2); Physiology (Q2)","15732568; 01632116","15732568","01632116"
"668",3372,"Experimental Dermatology","journal",1.136,"Q1",77,261,738,6959,1739,460,3.43,26.66,"United Kingdom","Dermatology (Q1); Biochemistry (Q2); Molecular Biology (Q2)","09066705; 16000625","09066705","16000625"
"669",3373,"Current Drug Targets","journal",1.135,"Q1",86,230,473,25724,1334,427,2.66,111.84,"United Arab Emirates","Clinical Biochemistry (Q1); Drug Discovery (Q1); Pharmacology (Q1); Molecular Medicine (Q2)","13894501","13894501",""
"670",3396,"Cancer Biology and Therapy","journal",1.131,"Q1",90,148,566,6002,1670,528,3.15,40.55,"United States","Pharmacology (Q1); Cancer Research (Q2); Molecular Medicine (Q2); Oncology (Q2)","15384047","15384047",""
"671",3401,"Journal of Pregnancy","journal",1.13,"Q1",20,26,73,1157,151,68,1.57,44.5,"Egypt","Obstetrics and Gynecology (Q1)","20902727","20902727",""
"672",3417,"BMC Pulmonary Medicine","journal",1.128,"Q1",43,179,460,5870,1247,454,2.56,32.79,"United Kingdom","Pulmonary and Respiratory Medicine (Q1)","14712466","14712466",""
"673",3419,"Developmental and Comparative Immunology","journal",1.127,"Q2",92,261,619,14426,2212,609,3.44,55.27,"United Kingdom","Developmental Biology (Q2); Immunology (Q2)","0145305X","0145305X",""
"674",3426,"Journal of Neuroscience Research","journal",1.126,"Q3",140,173,516,9909,1359,508,2.59,57.28,"United States","Cellular and Molecular Neuroscience (Q3)","10974547; 03604012","10974547","03604012"
"675",3429,"Genes and Nutrition","journal",1.125,"Q2",38,24,213,1235,560,201,2.8,51.46,"United States","Endocrinology, Diabetes and Metabolism (Q2); Genetics (Q2)","15558932","15558932",""
"676",3434,"Global Heart","journal",1.124,"Q1",22,90,175,2257,325,135,2.51,25.08,"United Kingdom","Cardiology and Cardiovascular Medicine (Q1); Community and Home Care (Q1); Epidemiology (Q2)","22118160; 22118179","22118160","22118179"
"677",3435,"Age","journal",1.124,"Q1",40,109,637,4831,1626,623,2.09,44.32,"Netherlands","Geriatrics and Gerontology (Q1); Aging (Q2)","15744647; 01619152","15744647","01619152"
"678",3458,"Metabolomics","journal",1.119,"Q1",54,189,397,8845,1416,364,3.53,46.8,"Germany","Clinical Biochemistry (Q1); Biochemistry (Q2); Endocrinology, Diabetes and Metabolism (Q2)","15733890; 15733882","15733890","15733882"
